sentence_id,feature,snr,norm_distance,score
u1_l1_072,gfcc,clean,0.18049465241458584,9.012160396014572
u1_l1_072,mfcc,clean,0.15355617795239568,12.906802267605311
u1_l1_072,gfcc,snr20,3.2740989394328492,1.0990698609181252e-17
u1_l1_072,mfcc,snr20,3.278387438117269,1.037988035990552e-17
u1_l1_072,gfcc,snr10,3.2837104443547687,9.668720025098198e-18
u1_l1_072,mfcc,snr10,3.6075940395222226,1.2879258969184691e-19
u1_l1_072,gfcc,snr05,3.3906141446593447,2.3245192987171353e-18
u1_l1_072,mfcc,snr05,3.6488496889609836,7.430126318450932e-20
u1_l1_076,gfcc,clean,0.18017478718250027,9.050678164619725
u1_l1_076,mfcc,clean,0.18134147334293127,8.910976885951264
u1_l1_076,gfcc,snr20,3.2150070952623864,2.4165852663020896e-17
u1_l1_076,mfcc,snr20,3.3409177621482713,4.5092538569245515e-18
u1_l1_076,gfcc,snr10,3.239104349254036,1.7525270533873567e-17
u1_l1_076,mfcc,snr10,3.491996221414209,6.01548714204728e-19
u1_l1_076,gfcc,snr05,3.3032722171861715,7.448944149130603e-18
u1_l1_076,mfcc,snr05,3.485819177484505,6.531900352748607e-19
u1_l1_078,gfcc,clean,0.10471162058189451,24.754696903684717
u1_l1_078,mfcc,clean,0.11740167860554618,20.90136507116071
u1_l1_078,gfcc,snr20,3.1997749193831404,2.960775345585749e-17
u1_l1_078,mfcc,snr20,3.5238274986138416,3.935037078975479e-19
u1_l1_078,gfcc,snr10,3.313817807668376,6.471865672098173e-18
u1_l1_078,mfcc,snr10,3.656658121875629,6.695464928441069e-20
u1_l1_078,gfcc,snr05,3.3159399107783147,6.2913125168494964e-18
u1_l1_078,mfcc,snr05,3.7353465732430897,2.3449194914262e-20
u1_l1_082,gfcc,clean,0.10258567208278935,25.466432817014322
u1_l1_082,mfcc,clean,0.08339226991812201,32.8934402616229
u1_l1_082,gfcc,snr20,3.1439774906440925,6.230252686653525e-17
u1_l1_082,mfcc,snr20,3.0332309468720324,2.727682594618774e-16
u1_l1_082,gfcc,snr10,3.410377301917182,1.7860464697006257e-18
u1_l1_082,mfcc,snr10,3.49710909113359,5.619067572423324e-19
u1_l1_082,gfcc,snr05,3.404538607075954,1.930644269363399e-18
u1_l1_082,mfcc,snr05,3.5418706826682556,3.093628015729061e-19
u1_l1_084,gfcc,clean,0.10735567779664754,23.89719644975741
u1_l1_084,mfcc,clean,0.05266683089338327,49.54819211701277
u1_l1_084,gfcc,snr20,2.8797811080427773,2.1103739100194258e-15
u1_l1_084,mfcc,snr20,3.1436744349149865,6.255478468053882e-17
u1_l1_084,gfcc,snr10,3.2590961635109945,1.3424566460131707e-17
u1_l1_084,mfcc,snr10,3.5385440507879844,3.2339348287013928e-19
u1_l1_084,gfcc,snr05,3.3613446385871164,3.434163403603067e-18
u1_l1_084,mfcc,snr05,3.6811817753510514,4.828077592794068e-20
u1_l1_087,gfcc,clean,0.04203518254317113,57.09411721871458
u1_l1_087,mfcc,clean,0.054528555119967174,48.333397647452564
u1_l1_087,gfcc,snr20,3.1228375199922818,8.258831948909058e-17
u1_l1_087,mfcc,snr20,3.1928502067973015,3.247159701568156e-17
u1_l1_087,gfcc,snr10,3.3226087254633287,5.756054095207856e-18
u1_l1_087,mfcc,snr10,3.513509136967347,4.515421147723435e-19
u1_l1_087,gfcc,snr05,3.4361067506444223,1.2673716444153798e-18
u1_l1_087,mfcc,snr05,3.690009444399211,4.291971225574504e-20
u1_l1_090,gfcc,clean,0.07812084971376461,35.288560860234305
u1_l1_090,mfcc,clean,0.07749936479433625,35.582193212600124
u1_l1_090,gfcc,snr20,3.1368470073440107,6.851653447199315e-17
u1_l1_090,mfcc,snr20,3.0441330684086263,2.358653161329965e-16
u1_l1_090,gfcc,snr10,3.349753862483611,4.008098850456991e-18
u1_l1_090,mfcc,snr10,3.529558904625423,3.6455292647513674e-19
u1_l1_090,gfcc,snr05,3.5097258392370194,4.749039702507466e-19
u1_l1_090,mfcc,snr05,3.701084981553517,3.7027370589008635e-20
u1_l1_092,gfcc,clean,0.08277436299633249,33.165560815808995
u1_l1_092,mfcc,clean,0.07803010403382299,35.331283827179114
u1_l1_092,gfcc,snr20,3.1423260964924453,6.368955474041627e-17
u1_l1_092,mfcc,snr20,3.2602728128166887,1.3215596550926635e-17
u1_l1_092,gfcc,snr10,3.280377624189503,1.0108064164051726e-17
u1_l1_092,mfcc,snr10,3.5287504565653562,3.6850381019751663e-19
u1_l1_092,gfcc,snr05,3.446077814061204,1.1095978722105643e-18
u1_l1_092,mfcc,snr05,3.6830297041963793,4.710571900414964e-20
u1_l1_095,gfcc,clean,0.02668142288756165,70.06461451733284
u1_l1_095,mfcc,clean,0.04165964050885558,57.38071736829548
u1_l1_095,gfcc,snr20,2.884856976697021,1.9722734080091235e-15
u1_l1_095,mfcc,snr20,3.096692340635776,1.1703472099381194e-16
u1_l1_095,gfcc,snr10,3.2008937415360954,2.916935405267084e-17
u1_l1_095,mfcc,snr10,3.2553476298302675,1.411258278418985e-17
u1_l1_095,gfcc,snr05,3.2045494638450376,2.778164845727568e-17
u1_l1_095,mfcc,snr05,3.5413812446177313,3.1138825563347917e-19
u1_l1_104,gfcc,clean,0.028262310243858557,68.60321384841018
u1_l1_104,mfcc,clean,0.04375465871404316,55.800048383098954
u1_l1_104,gfcc,snr20,3.0216268005985434,3.184114831746796e-16
u1_l1_104,mfcc,snr20,3.1993967325825956,2.975742732393387e-17
u1_l1_104,gfcc,snr10,3.3157616246605106,6.3062856889837804e-18
u1_l1_104,mfcc,snr10,3.5732601071796446,2.0356574890337648e-19
u1_l1_104,gfcc,snr05,3.4501523056065366,1.0509254095674558e-18
u1_l1_104,mfcc,snr05,3.703557227085237,3.582672456191559e-20
u1_l1_108,gfcc,clean,0.0474971205713232,53.083983037653496
u1_l1_108,mfcc,clean,0.06094607113713412,44.369660072474595
u1_l1_108,gfcc,snr20,2.849574643914855,3.1569866957718722e-15
u1_l1_108,mfcc,snr20,3.1060804376257694,1.0326474443297347e-16
u1_l1_108,gfcc,snr10,3.0601072801854863,1.9061800610583877e-16
u1_l1_108,mfcc,snr10,3.418576328923753,1.6010891892038237e-18
u1_l1_108,gfcc,snr05,3.2785222339510334,1.0361241586083334e-17
u1_l1_108,mfcc,snr05,3.6158471505201275,1.153720124920854e-19
u1_l1_109,gfcc,clean,0.07075323783014077,38.93111029802544
u1_l1_109,mfcc,clean,0.0873884070308965,31.18669075925761
u1_l1_109,gfcc,snr20,2.944465820043343,8.908335457126974e-16
u1_l1_109,mfcc,snr20,3.087701348164164,1.3194043239852234e-16
u1_l1_109,gfcc,snr10,3.1564255103439067,5.277451420278978e-17
u1_l1_109,mfcc,snr10,3.372370561876175,2.9646560871090476e-18
u1_l1_109,gfcc,snr05,3.21951283756044,2.2756800544067027e-17
u1_l1_109,mfcc,snr05,3.413068490855583,1.7230948094095421e-18
u1_l1_113,gfcc,clean,0.008570307897844914,89.20163901429083
u1_l1_113,mfcc,clean,0.01465027332384013,82.25574278784296
u1_l1_113,gfcc,snr20,2.863531449478823,2.620924857461116e-15
u1_l1_113,mfcc,snr20,3.0884905869689545,1.3055927875535348e-16
u1_l1_113,gfcc,snr10,3.369599463726246,3.076242886101678e-18
u1_l1_113,mfcc,snr10,3.577718285867597,1.9181793378912371e-19
u1_l1_113,gfcc,snr05,3.5539657434233884,2.6328766732971867e-19
u1_l1_113,mfcc,snr05,3.776998567729462,1.3456688057492736e-20
u1_l1_118,gfcc,clean,0.03627544800175795,61.65149912146902
u1_l1_118,mfcc,clean,0.04272049484058262,56.574796137675975
u1_l1_118,gfcc,snr20,2.8200398101698343,4.680550721939023e-15
u1_l1_118,mfcc,snr20,3.029074974774077,2.8830978071904995e-16
u1_l1_118,gfcc,snr10,3.2337419415268083,1.8824188016903386e-17
u1_l1_118,mfcc,snr10,3.41413858327939,1.698684423296915e-18
u1_l1_118,gfcc,snr05,3.251821602869705,1.47919111624735e-17
u1_l1_118,mfcc,snr05,3.548105203306688,2.846862684406295e-19
u1_l1_119,gfcc,clean,0.022795987136480858,73.79003466394816
u1_l1_119,mfcc,clean,0.0328386915645181,64.54230918595974
u1_l1_119,gfcc,snr20,2.909259961504879,1.4244898659691115e-15
u1_l1_119,mfcc,snr20,3.113776569844478,9.319377509373694e-17
u1_l1_119,gfcc,snr10,3.171399838758573,4.3222909899776926e-17
u1_l1_119,mfcc,snr10,3.5145318403376713,4.454266562969657e-19
u1_l1_119,gfcc,snr05,3.4294173808793884,1.3856048810104977e-18
u1_l1_119,mfcc,snr05,3.6994228339751007,3.785713057619157e-20
